"","vidid","adview","views","likes","dislikes","comment","category","time_in_sec","no_days_old"
"2578","VID_9792",723,"1187","5","1","0","D",436,647
"2579","VID_8928",1,"547059","4974","176","3807","D",1863,691
"2580","VID_9662",16,"918833","186","127","8","D",76,2048
"2581","VID_16771",1,"93190","702","9","36","E",125,639
"2582","VID_21359",1,"1425484","3219","167","204","G",235,939
"2583","VID_18426",2,"1578039","4414","342","202","F",261,1620
"2584","VID_3107",2,"89944","710","14","92","C",205,1878
"2585","VID_13274",1,"491","5","0","0","D",198,1165
"2586","VID_5154",16903,"18683","11","1","0","D",16,605
"2587","VID_12065",2,"26094","180","11","115","D",155,668
"2588","VID_16409",10,"243979","779","23","65","E",136,2039
"2589","VID_21887",4,"5574421","28338","2683","833","G",403,983
"2590","VID_21739",2857,"3181","6","0","1","G",207,357
"2591","VID_4469",21,"1685252","372","278","12","D",134,1655
"2592","VID_10855",7,"3432","86","0","10","D",231,542
"2593","VID_7619",4,"1645552","486","494","22","D",634,931
"2594","VID_939",1,"15116","236","11","89","B",208,572
"2595","VID_17550",1308,"7308","168","1","6","E",71,837
"2596","VID_5466",3,"13039","59","0","8","D",950,1101
"2597","VID_6657",1,"152907","303","44","12","D",123,614
"2598","VID_16648",2,"320128","2631","118","350","E",751,615
"2599","VID_22480",4124,"8847","188","2","66","G",308,653
"2600","VID_4887",8,"377464","840","123","33","D",10205,1544
"2601","VID_7476",2,"43188","255","7","270","D",261,1745
"2602","VID_18459",5,"126904","365","52","17","F",269,1712
"2603","VID_11794",4,"1656","2","0","0","D",758,1726
"2604","VID_2274",4,"74025","245","47","7","C",217,1912
"2605","VID_14742",1,"2590","2","0","0","D",9480,796
"2606","VID_12748",6,"4348654","15299","11579","10615","D",252,758
"2607","VID_7979",12,"3046635","1558","1080","357","D",122,675
"2608","VID_9238",1,"2191182","1355","1106","F","D",76,499
"2609","VID_11915",2,"34646","529","26","57","D",133,504
"2610","VID_13416",2,"171810","1570","117","137","D",33,640
"2611","VID_23287",1,"177532","353","161","153","H",412,560
"2612","VID_8098",1,"566706","161","62","7","D",108,1752
"2613","VID_5936",1,"72900","80","8","2","D",120,543
"2614","VID_7371",12,"1456274","3942","862","379","D",248,609
"2615","VID_23672",2,"186","1","1","0","H",81,891
"2616","VID_12759",3,"659684","9387","1967","3243","D",497,573
"2617","VID_9103",1,"51675","136","18","26","D",1381,568
"2618","VID_414",2,"126560","586","20","112","A",349,1627
"2619","VID_7926",21,"23581","18","3","0","D",60,1432
"2620","VID_5548",1,"66296","143","7","4","D",834,1222
"2621","VID_23703",2,"680572","10061","426","833","H",2871,422
"2622","VID_7839",48,"1258346","1916","221","170","D",427,2415
"2623","VID_8777",1,"22885","38","12","0","D",838,1712
"2624","VID_16721",4,"383530","450","118","79","E",7829,2031
"2625","VID_20520",2,"162112","950","13","48","G",128,789
"2626","VID_8922",5,"565700","3129","200","678","D",584,995
"2627","VID_5070",23,"27232","112","9","7","D",567,578
"2628","VID_22890",3,"23297","174","7","6","G",4233,1540
"2629","VID_5877",2,"105689","651","17","118","D",155,543
"2630","VID_5064",18,"214442","1157","71","173","D",203,578
"2631","VID_10675",1,"267","1","0","0","D",35,449
"2632","VID_22558",4501,"190383","700","14","47","G",209,989
"2633","VID_238",1,"103065","125","12","19","A",236,2043
"2634","VID_8962",3,"1318181","9500","827","6397","D",714,925
"2635","VID_15518",3,"22792","16","10","4","E",6788,1440
"2636","VID_21259",1,"13909","73","3","5","G",151,2005
"2637","VID_450",1,"180427","264","41","82","A",228,704
"2638","VID_18331",2,"225025","1256","68","430","F",356,632
"2639","VID_2243",1,"43277","130","15","1","C",175,2021
"2640","VID_18716",11,"15639","52","0","7","F",189,630
"2641","VID_11740",1,"197853","264","36","14","D",7523,1394
"2642","VID_21571",1,"546812","625","28","117","G",297,2194
"2643","VID_11374",1,"46136","35","23","F","D",1024,549
"2644","VID_6868",1,"500908","5135","109","1403","D",274,680
"2645","VID_12229",2,"1525648","3342","616","255","D",223,1560
"2646","VID_11718",5,"3929310","2435","1605","313","D",346,1226
"2647","VID_18654",8,"633665","6109","142","929","F",700,588
"2648","VID_13948",1,"64983","211","10","30","D",3624,585
"2649","VID_20383",12,"25337","343","7","17","G",268,486
"2650","VID_13103",17,"545876","377","82","10","D",182,2107
"2651","VID_10446",9,"508831","1081","103","177","D",2115,1779
"2652","VID_11478",8,"533990","1246","242","889","D",945,932
"2653","VID_19365",1,"5917","15","1","3","G",699,1543
"2654","VID_13320",1,"450","3","6","3","D",148,1418
"2655","VID_14494",2,"1870381","9027","501","134","D",254,1378
"2656","VID_5190",2,"43796","41","9","9","D",31,2291
"2657","VID_15534",6,"2135372","4783","488","195","E",8782,982
"2658","VID_14729",1,"8573","109","4","8","D",188,711
"2659","VID_11247",1,"541821","6633","170","606","D",471,898
"2660","VID_18380",1,"641909","6569","292","501","F",673,722
"2661","VID_15215",2,"46358","179","14","33","E",425,581
"2662","VID_1550",11,"1257293","12501","499","2069","B",444,588
"2663","VID_2080",1,"297991","321","50","137","B",143,2292
"2664","VID_4418",1,"103608","168","31","24","D",9707,904
"2665","VID_15817",1,"20204","35","12","7","E",7151,1369
"2666","VID_6128",4,"131535","186","8","13","D",495,2238
"2667","VID_14443",1,"3080","10","0","0","D",745,1904
"2668","VID_17542",1,"119860","1701","64","477","E",104,889
"2669","VID_18635",27,"599024","4898","244","825","F",353,678
"2670","VID_17794",1,"92532","1101","37","65","F",359,697
"2671","VID_3695",2,"1100572","2255","286","145","D",317,878
"2672","VID_8760",2,"7243","19","6","2","D",191,1643
"2673","VID_16170",2,"8287","7","6","0","E",1985,994
"2674","VID_18684",1,"5383","8","4","2","F",232,1561
"2675","VID_4892",1,"63494","39","10","0","D",794,1598
"2676","VID_8457",15,"2741471","3428","662","266","D",81,683
"2677","VID_9191",1,"870829","1954","345","181","D",530,1370
"2678","VID_18188",4,"83975","662","37","132","F",410,1010
"2679","VID_11866",1,"96322","659","74","56","D",131,500
"2680","VID_7059",2,"193010","162","95","18","D",8109,949
"2681","VID_8910",1,"519039","2121","105","446","D",301,1251
"2682","VID_11358",4,"106741","59","24","F","D",1809,659
"2683","VID_20460",1,"131038","919","12","62","G",213,978
"2684","VID_10856",2,"5354","25","1","1","D",191,1467
"2685","VID_20655",1,"419508","429","50","66","G",275,1716
"2686","VID_10012",1,"2388797","3027","1131","261","D",317,484
"2687","VID_15469",6,"1224480","1389","387","129","E",5232,1901
"2688","VID_12589",1,"58465","312","4","99","D",130,1791
"2689","VID_9844",9994,"13782","35","1","1","D",82,1080
"2690","VID_15663",4,"1887060","1900","371","111","E",5052,1116
"2691","VID_15507",5,"763127","204","112","6","E",439,1300
"2692","VID_10488",1,"74476","145","19","91","D",351,569
"2693","VID_5517",8,"467960","960","56","215","D",514,1454
"2694","VID_10953",1,"1540659","20339","838","2953","D",356,631
"2695","VID_9914",1,"3685","18","3","0","D",279,1235
"2696","VID_17854",1,"1845","4","1","0","F",159,1997
"2697","VID_5899",1,"342992","318","40","10","D",210,549
"2698","VID_1010",2,"192074","1308","200","1740","B",477,604
"2699","VID_348",1,"281561","139","21","31","A",60,1044
"2700","VID_15922",1,"117","0","0","0","E",1373,966
"2701","VID_11251",1,"24282","502","9","57","D",685,519
"2702","VID_4838",2,"59465","40","7","1","D",615,1205
"2703","VID_18742",13202,"14021","7","0","0","F",294,738
"2704","VID_19420",4,"270075","1392","98","90","G",3813,1092
"2705","VID_17230",1,"122037","116","53","3","E",84,1065
"2706","VID_10668",8,"1512","1","1","0","D",46,906
"2707","VID_16683",1,"142492","115","60","12","E",681,538
"2708","VID_5938",4,"419299","332","86","22","D",38,1582
"2709","VID_23623",1,"1445023","1079","249","687","H",261,907
"2710","VID_4553",1,"30247","78","7","0","D",2080,763
"2711","VID_9843",2,"4314","51","7","2","D",174,1284
"2712","VID_10980",3,"1024113","7250","235","292","D",562,1239
"2713","VID_483",1,"45039","227","13","91","A",1196,1855
"2714","VID_14507",1,"610","1","0","0","D",29,1841
"2715","VID_15088",2,"19170","85","2","12","D",217,1479
"2716","VID_17980",1,"1004816","5240","357","1954","F",151,1155
"2717","VID_7176",2,"11836","93","10","34","D",165,545
"2718","VID_10380",11,"1001683","1087","234","41","D",2267,1853
"2719","VID_7604",1,"267211","423","101","213","D",641,705
"2720","VID_23345",1,"56421","114","4","21","H",1384,1299
"2721","VID_1863",7,"2559794","17328","780","1230","B",351,1085
"2722","VID_21209",3,"28368","241","13","29","G",269,1649
"2723","VID_850",1,"745","3","2","1","B",33,1425
"2724","VID_16449",1,"6461","19","6","3","E",26,454
"2725","VID_23381",2,"162019","428","111","260","H",361,584
"2726","VID_11306",1,"8826","79","10","25","D",165,2725
"2727","VID_13661",26697,"37808","F","F","2","D",31,448
"2728","VID_11199",1,"6154","32","2","0","D",344,1545
"2729","VID_887",6,"4274","9","16","2","B",68,1432
"2730","VID_10785",2,"843","30","0","2","D",338,603
"2731","VID_19331",24,"831160","1764","443","224","G",24537,1286
"2732","VID_4941",2,"801753","1487","340","67","D",752,633
"2733","VID_22961",2,"341967","724","70","35","G",142,590
"2734","VID_4993",2,"343635","260","56","5","D",603,2784
"2735","VID_8752",1,"11753","8","3","1","D",239,1522
"2736","VID_22633",1,"33449","197","3","8","G",282,2525
"2737","VID_16349",2,"3449","5","2","0","E",21,651
"2738","VID_14255",1,"59589","1230","26","33","D",634,605
"2739","VID_6654",1,"3000","4","0","0","D",90,752
"2740","VID_8849",1,"57841","292","28","20","D",179,574
"2741","VID_13393",1,"67000","139","5","109","D",186,4149
"2742","VID_18001",2,"994329","2856","408","1760","F",195,953
"2743","VID_21932",50,"880269","4137","126","361","G",219,2632
"2744","VID_7789",1,"1784","7","0","0","D",389,2436
"2745","VID_16280",5,"1386","2","1","0","E",16,718
"2746","VID_12529",5,"71893","532","7","62","D",2996,1283
"2747","VID_90",1,"33075","155","61","38","A",295,1109
"2748","VID_21751",14,"6426391","16678","1293","1266","G",334,614
"2749","VID_3225",3,"352106","339","100","157","D",2275,1860
"2750","VID_5498",3,"316440","939","49","85","D",1698,1415
"2751","VID_18993",1,"565338","8876","317","286","F",252,941
"2752","VID_7391",1,"9835","152","3","43","D",429,1432
"2753","VID_20776",1,"1509","22","0","5","G",211,557
"2754","VID_13892",2,"836405","2899","390","339","D",426,885
"2755","VID_4392",1,"79141","15","22","0","D",123,1584
"2756","VID_22042",10,"134419","371","11","64","G",161,2708
"2757","VID_21107",1,"114073","908","15","64","G",229,674
"2758","VID_8521",1,"115014","418","13","77","D",61,512
"2759","VID_14305",4,"576769","5437","238","1155","D",354,875
"2760","VID_7347",1,"111783","71","13","11","D",304,811
"2761","VID_8185",1,"96636","57","24","0","D",6970,1160
"2762","VID_8403",1,"110972","113","13","4","D",6794,889
"2763","VID_16707",84,"1504625","986","526","83","E",1033,618
"2764","VID_16053",2,"7244","24","13","3","E",4727,1036
"2765","VID_20882",1,"66804","1024","10","82","G",199,555
"2766","VID_10876",2,"35367","146","5","14","D",212,1531
"2767","VID_21614",6,"67638","345","29","35","G",315,1516
"2768","VID_18577",1,"16382","188","4","29","F",541,1753
"2769","VID_13833",6,"5349983","40906","2782","4489","D",782,991
"2770","VID_13448",1,"63768","719","56","113","D",268,607
"2771","VID_10074",6,"392643","384","141","119","D",211,570
"2772","VID_601",2,"28103","70","4","0","B",623,1149
"2773","VID_19368",1,"8477","14","2","0","G",303,2144
"2774","VID_7670",1,"1176071","414","291","18","D",67,1120
"2775","VID_2904",27,"439","1","0","0","C",49,990
"2776","VID_201",13,"175761","337","134","F","A",436,1838
"2777","VID_6532",5,"1046579","4948","1446","3493","D",621,778
"2778","VID_1470",20,"3778602","28570","599","6569","B",900,598
"2779","VID_8422",9,"3374436","2469","759","252","D",7246,583
"2780","VID_17611",864,"2712","14","4","1","E",983,795
"2781","VID_21262",1,"54460","59","8","16","G",204,1777
"2782","VID_4364",8,"3292088","4006","1278","F","D",150,984
"2783","VID_13803",1,"130866","250","6","11","D",212,1336
"2784","VID_6847",1,"188658","995","19","586","D",349,804
"2785","VID_8757",5,"274824","213","40","36","D",238,1522
"2786","VID_22365",1,"179183","650","26","63","G",247,1366
"2787","VID_7376",4,"998563","2153","397","201","D",335,727
"2788","VID_2750",1,"1237","6","0","1","C",180,2328
"2789","VID_687",1,"68872","1117","26","124","B",80,1001
"2790","VID_5036",10,"312485","2903","44","172","D",295,574
"2791","VID_20528",4,"31697","474","7","36","G",79,1474
"2792","VID_2688",6,"3650749","8037","1093","260","C",118,1156
"2793","VID_19497",1,"41716","115","10","6","G",130,2226
"2794","VID_1530",1,"102531","2683","41","1196","B",65,469
"2795","VID_16784",1,"23202","32","1","10","E",640,2465
"2796","VID_17931",2,"619795","8175","997","1188","F",391,620
"2797","VID_8586",3,"1127","2","3","1","D",633,424
"2798","VID_679",1,"688867","4093","471","1279","B",225,925
"2799","VID_4223",6,"281492","416","55","15","D",566,2518
"2800","VID_1762",2,"644534","2190","125","229","B",221,758
"2801","VID_15742",1,"99516","285","132","63","E",221,1653
"2802","VID_11312",1,"182035","1907","128","1062","D",276,868
"2803","VID_5119",1,"289954","148","20","24","D",108,2482
"2804","VID_15043",2,"51230","365","7","58","D",239,1207
"2805","VID_15963",2,"995988","1094","128","158","E",5279,1605
"2806","VID_7677",2,"36477","70","8","1","D",1275,649
"2807","VID_22071",2,"25287","68","1","14","G",143,2708
"2808","VID_10109",1,"76111","68","15","29","D",225,732
"2809","VID_16513",21,"1398715","2033","400","22","E",78,1046
"2810","VID_10935",1,"3040778","17352","1353","1433","D",211,1285
"2811","VID_15991",2,"2717877","1180","661","152","E",4005,1605
"2812","VID_22990",2,"1329267","7000","136","315","G",175,1384
"2813","VID_16213",9,"51906","131","23","67","E",4963,656
"2814","VID_20709",1,"11629","151","1","56","G",418,1847
"2815","VID_15533",1,"35322","1050","16","55","E",238,694
"2816","VID_22332",1506,"4646","25","1","2","G",282,1139
"2817","VID_11123",1,"198831","2912","83","298","D",354,384
"2818","VID_21519",1,"139469","567","32","183","G",4482,569
"2819","VID_15355",6,"54013","75","9","99","E",694,660
"2820","VID_23550",3,"1441754","976","674","80","H",109,974
"2821","VID_10302",15,"483189","898","100","63","D",2100,1555
"2822","VID_22318",2,"966213","4274","80","321","G",228,1945
"2823","VID_15151",1,"881236","1755","122","36","E",161,1507
"2824","VID_22756",493,"1266","24","1","4","G",273,569
"2825","VID_7778",1,"6565","6","0","1","D",315,2364
"2826","VID_5550",1,"71357","292","10","21","D",866,1198
"2827","VID_3836",3,"972847","2418","347","121","D",131,364
"2828","VID_19226",5,"302113","606","41","25","G",71,1988
"2829","VID_12245",8,"5244086","9035","1817","768","D",221,1459
"2830","VID_18727",2023,"4295","7","0","1","F",458,633
"2831","VID_5334",1,"104235","80","28","2","D",818,1599
"2832","VID_1252",5,"2257486","39165","512","4648","B",376,1044
"2833","VID_5411",4,"319491","348","72","53","D",1112,1842
"2834","VID_11691",2,"420543","475","56","16","D",376,675
"2835","VID_7830",8,"257138","826","46","67","D",959,2385
"2836","VID_5409",12,"401682","326","82","56","D",1201,1748
"2837","VID_17993",1,"778512","2571","489","1214","F",206,1038
"2838","VID_20935",1,"204685","305","210","16","G",82,628
"2839","VID_21200",7,"367459","2063","122","415","G",194,1807
"2840","VID_12562",1,"406797","2245","219","94","D",230,688
"2841","VID_19350",7,"182348","553","49","39","G",1331,1145
"2842","VID_12329",14,"4407109","8122","1708","281","D",69,1604
"2843","VID_1432",2,"1537943","10778","162","1860","B",373,1074
"2844","VID_827",11,"283942","240","104","14","B",221,1782
"2845","VID_7850",1,"76873","65","3","5","D",541,2742
"2846","VID_20109",7,"41899","259","3","21","G",370,936
"2847","VID_15720",1,"289737","80","42","3","E",8306,2566
"2848","VID_7208",17,"1564089","4161","741","282","D",278,581
"2849","VID_18576",2,"3819","54","7","7","F",221,1649
"2850","VID_3857",1,"884367","1079","222","63","D",7027,464
"2851","VID_4308",1,"206435","373","26","3","D",141,916
"2852","VID_7342",2,"660426","512","188","97","D",316,1089
"2853","VID_15762",1,"24192","37","8","13","E",7669,2028
"2854","VID_3942",5,"167612","119","32","16","D",333,1652
"2855","VID_6559",4,"912400","3392","1019","2254","D",703,827
"2856","VID_18402",1,"230399","1045","89","110","F",1133,1402
"2857","VID_14493",8,"2430435","14096","707","314","D",176,1197
"2858","VID_735",43,"3198899","4957","387","335","B",337,574
"2859","VID_22407",1,"910484","4061","71","425","G",272,1079
"2860","VID_5906",1,"182935","94","24","3","D",101,560
